PSLV-C 52 sens11=Cylinder(P+) HSCTYHFPP
ITI ITER IMA IKHS NCO IAXI IPA ICAR ITHN KEL ITAB ISHK INV,IGM,IT,CON,ITR,IAI,IFR,IRA
1 	0     1    0   6   1    1    0    0   1   1    2    2   3   0  1   1   0   0 0
RADIUS, ANGLE, LENGTH OF EACH COMPONENT
0.7       20.0      2.589     0.0       0.0       4.5000    0.0       -15.0 
0.7500    0.0       0.0       11.5176   0.0       3.644     1.5702    0.0 
0.0       23.0
RETR   RETS ALAMDA ALFA  DUM   QINS  RC   GIN
1.0e+116  0.0  0.0   0.0   0.00  0.00  0.7  1.4
NT
12501
    TIME          ALT                RV                Mach       dynp             alpha     qalpha         
              0.000      23.8      0.00     0.000       0.0      0.00      0.00
	     49.180   12558.8    668.35     2.249   69928.2      0.95   1159.16
	     49.200   12570.1    668.74     2.250   69918.9      0.95   1158.56
	     49.220   12581.4    669.14     2.252   69909.3      0.95   1157.80
	     49.240   12592.6    669.54     2.254   69899.7      0.95   1156.92
	     49.260   12603.9    669.93     2.256   69889.8      0.95   1155.90
	     49.280   12615.2    670.38     2.258   69889.3      0.94   1150.14
	     49.300   12626.5    670.83     2.260   69890.3      0.94   1143.43
	     49.320   12637.8    671.28     2.262   69891.1      0.93   1136.60
	     49.340   12649.1    671.74     2.264   69891.8      0.93   1129.66
	     49.360   12660.4    672.19     2.266   69892.3      0.92   1122.62
	     49.380   12671.8    672.64     2.268   69892.6      0.91   1115.47
	     49.400   12683.1    673.10     2.270   69892.7      0.91   1108.22
	     49.420   12694.4    673.55     2.272   69892.7      0.90   1100.88
	     49.440   12705.8    674.00     2.274   69892.5      0.90   1093.45
	     49.460   12717.1    674.46     2.276   69892.2      0.89   1085.93
	     49.480   12728.5    674.91     2.278   69891.6      0.88   1078.32
	     49.500   12739.8    675.37     2.280   69890.9      0.88   1070.63
	     49.520   12751.2    675.82     2.282   69890.1      0.87   1062.87
	     49.540   12762.6    676.28     2.284   69889.0      0.86   1055.03
	     49.560   12773.9    676.74     2.286   69887.8      0.86   1047.11
	     49.580   12785.3    677.19     2.288   69886.3      0.85   1039.12
	     49.600   12796.7    677.65     2.290   69884.8      0.85   1031.06
	     49.620   12808.1    678.11     2.293   69883.0      0.84   1022.93
	     49.640   12819.5    678.56     2.295   69881.0      0.83   1014.74
	     49.660   12830.9    679.02     2.297   69878.9      0.83   1006.47
	     49.680   12842.3    679.48     2.299   69876.6      0.82    998.14
	     49.700   12853.7    679.94     2.301   69874.1      0.81    989.75
	     49.720   12865.1    680.40     2.303   69871.4      0.80    981.29
	     49.740   12876.6    680.86     2.305   69868.6      0.80    972.77
	     49.760   12888.0    681.32     2.307   69865.5      0.79    964.18
	     49.780   12899.5    681.78     2.309   69862.3      0.78    955.53
	     49.800   12910.9    682.23     2.311   69857.9      0.78    947.39
	     49.820   12922.4    682.68     2.313   69852.1      0.77    939.88
	     49.840   12933.8    683.13     2.316   69846.1      0.76    932.31
	     49.860   12945.3    683.58     2.318   69840.0      0.76    924.69
	     49.880   12956.8    684.03     2.320   69833.6      0.75    917.01
	     49.900   12968.2    684.48     2.322   69827.1      0.75    909.28
	     49.920   12979.7    684.94     2.324   69820.4      0.74    901.51
	     49.940   12991.2    685.39     2.326   69813.5      0.73    893.71
	     49.960   13002.7    685.84     2.328   69806.4      0.73    885.87
	     49.980   13014.2    686.29     2.330   69804.5      0.72    878.07
	     50.000   13025.7    686.74     2.332   69804.3      0.71    870.27
	     50.020   13037.2    687.20     2.334   69804.0      0.71    862.45
	     50.040   13048.8    687.65     2.336   69803.5      0.70    854.61
	     50.060   13060.3    688.10     2.338   69802.8      0.70    846.76
	     50.080   13071.8    688.56     2.340   69802.0      0.69    838.92
	     50.100   13083.4    689.01     2.342   69801.0      0.68    831.08
	     50.120   13094.9    689.47     2.344   69799.8      0.68    823.25
	     50.140   13106.5    689.92     2.346   69798.4      0.67    815.44
	     50.160   13118.0    690.38     2.348   69796.9      0.66    807.66
	     50.180   13129.6    690.83     2.350   69795.2      0.66    799.91
	     50.200   13141.2    691.29     2.352   69793.3      0.65    792.19
	     50.220   13152.7    691.74     2.354   69791.3      0.64    784.51
	     50.240   13164.3    692.20     2.356   69789.0      0.64    776.87
	     50.260   13175.9    692.66     2.358   69786.6      0.63    769.28
	     50.280   13187.5    693.11     2.360   69784.0      0.63    761.73
	     50.300   13199.1    693.57     2.362   69781.2      0.62    754.22
	     50.320   13210.7    694.04     2.364   69781.0      0.61    745.08
	     50.340   13222.3    694.53     2.367   69784.2      0.60    733.70
	     50.360   13234.0    695.02     2.369   69787.3      0.59    722.38
	     50.380   13245.6    695.51     2.371   69790.2      0.58    711.14
	     50.400   13257.2    696.00     2.373   69792.9      0.57    699.95
	     50.420   13268.9    696.49     2.375   69795.4      0.57    688.84
	     50.440   13280.5    696.98     2.378   69797.7      0.56    677.79
	     50.460   13292.2    697.47     2.380   69799.9      0.55    666.81
	     50.480   13303.8    697.97     2.382   69801.8      0.54    655.88
	     50.500   13315.5    698.46     2.384   69803.6      0.53    645.01
	     50.520   13327.2    698.95     2.386   69805.1      0.52    634.19
	     50.540   13338.8    699.44     2.388   69806.5      0.51    623.44
	     50.560   13350.5    699.94     2.391   69807.7      0.50    612.73
	     50.580   13362.2    700.43     2.393   69808.7      0.49    602.08
	     50.600   13373.9    700.92     2.395   69809.5      0.49    591.48
	     50.620   13385.6    701.42     2.397   69810.1      0.48    580.93
	     50.640   13397.3    701.91     2.400   69810.6      0.47    570.43
	     50.660   13409.0    702.41     2.402   69810.8      0.46    559.98
	     50.680   13420.7    702.90     2.404   69810.8      0.45    549.57
	     50.700   13432.5    703.40     2.406   69810.6      0.44    539.21
	     50.720   13444.2    703.89     2.408   69810.2      0.43    528.90
	     50.740   13456.0    704.39     2.411   69809.6      0.43    518.63
	     50.760   13467.7    704.89     2.413   69808.8      0.42    508.39
	     50.780   13479.5    705.38     2.415   69807.8      0.41    498.19
	     50.800   13491.2    705.88     2.417   69806.6      0.40    488.02
	     50.820   13503.0    706.38     2.420   69805.2      0.39    477.88
	     50.840   13514.7    706.90     2.422   69809.3      0.38    467.14
	     50.860   13526.5    707.44     2.424   69815.0      0.37    456.39
	     50.880   13538.3    707.97     2.427   69820.4      0.37    445.85
	     50.900   13550.1    708.51     2.429   69825.7      0.36    435.54
	     50.920   13561.9    709.05     2.432   69830.8      0.35    425.45
	     50.940   13573.7    709.58     2.434   69835.6      0.34    415.61
	     50.960   13585.5    710.12     2.436   69840.3      0.33    406.02
	     50.980   13597.3    710.66     2.439   69844.7      0.33    396.69
	     51.000   13609.2    711.20     2.441   69848.9      0.32    387.65
	     51.020   13621.0    711.74     2.444   69852.9      0.31    378.91
	     51.040   13632.8    712.28     2.446   69856.7      0.30    370.50
	     51.060   13644.7    712.82     2.449   69860.3      0.30    362.42
	     51.080   13656.5    713.36     2.451   69863.6      0.29    354.71
	     51.100   13668.4    713.90     2.453   69866.7      0.28    347.38
	     51.120   13680.2    714.44     2.456   69869.6      0.28    340.48
	     51.140   13692.1    714.98     2.458   69872.3      0.27    334.01
	     51.160   13704.0    715.52     2.461   69874.8      0.27    328.01
	     51.180   13715.9    716.06     2.463   69877.0      0.26    322.52
	     51.200   13727.7    716.60     2.466   69879.0      0.26    317.55
	     51.220   13739.6    717.14     2.468   69880.8      0.26    313.13
	     51.240   13751.5    717.68     2.471   69882.3      0.25    309.31
	     51.260   13763.4    718.23     2.473   69883.7      0.25    306.09
	     51.280   13775.3    718.77     2.476   69884.8      0.25    303.51
	     51.300   13787.3    719.31     2.478   69885.6      0.25    301.59
	     51.320   13799.2    719.86     2.481   69886.2      0.25    300.34
	     51.340   13811.1    720.39     2.483   69883.9      0.25    299.90
	     51.360   13823.1    720.90     2.485   69877.7      0.25    300.06
	     51.380   13835.0    721.41     2.488   69871.2      0.25    300.54
	     51.400   13847.0    721.92     2.490   69864.5      0.25    301.36
	     51.420   13858.9    722.43     2.493   69857.6      0.25    302.52
	     51.440   13870.9    722.95     2.495   69850.4      0.25    304.01
	     51.460   13882.9    723.46     2.497   69843.0      0.25    305.83
	     51.480   13894.8    723.97     2.500   69835.3      0.25    307.99
	     51.500   13906.8    724.48     2.502   69827.4      0.25    310.47
	     51.520   13918.8    725.00     2.505   69819.2      0.26    313.29
	     51.540   13930.8    725.51     2.507   69810.8      0.26    316.42
	     51.560   13942.8    726.02     2.510   69802.1      0.26    319.88
	     51.580   13954.8    726.54     2.512   69793.2      0.27    323.64
	     51.600   13966.8    727.05     2.515   69784.0      0.27    327.71
	     51.620   13978.9    727.56     2.517   69774.6      0.27    332.08
	     51.640   13990.9    728.08     2.519   69765.0      0.28    336.75
	     51.660   14002.9    728.59     2.522   69755.1      0.28    341.70
	     51.680   14015.0    729.11     2.524   69748.4      0.29    346.95
	     51.700   14027.0    729.62     2.526   69742.8      0.29    352.47
	     51.720   14039.1    730.14     2.529   69737.0      0.29    358.27
	     51.740   14051.1    730.65     2.531   69730.9      0.30    364.32
	     51.760   14063.2    731.17     2.533   69724.5      0.30    370.63
	     51.780   14075.3    731.69     2.535   69717.9      0.31    377.19
	     51.800   14087.3    732.20     2.538   69710.9      0.32    384.00
	     51.820   14099.4    732.72     2.540   69703.7      0.32    391.04
	     51.840   14111.5    733.21     2.542   69692.7      0.32    393.87
	     51.860   14123.6    733.69     2.544   69677.3      0.32    391.59
	     51.880   14135.7    734.17     2.546   69661.6      0.32    389.55
	     51.900   14147.8    734.64     2.548   69645.6      0.32    387.74
	     51.920   14160.0    735.12     2.550   69629.3      0.32    386.14
	     51.940   14172.1    735.59     2.553   69612.8      0.32    384.75
	     51.960   14184.2    736.07     2.555   69595.9      0.32    383.53
	     51.980   14196.4    736.54     2.557   69578.8      0.31    382.48
	     52.000   14208.5    737.02     2.559   69561.4      0.31    381.58
	     52.020   14220.7    737.49     2.561   69543.7      0.31    380.83
	     52.040   14232.8    737.97     2.563   69525.7      0.31    380.20
	     52.060   14245.0    738.44     2.565   69507.3      0.31    379.69
	     52.080   14257.2    738.91     2.567   69488.6      0.31    379.28
	     52.100   14269.3    739.39     2.570   69469.5      0.31    378.96
	     52.120   14281.5    739.86     2.572   69450.2      0.31    378.72
	     52.140   14293.7    740.33     2.574   69430.4      0.31    378.55
	     52.160   14305.9    740.81     2.576   69410.4      0.31    378.44
	     52.180   14318.1    741.28     2.578   69389.9      0.31    378.39
	     52.200   14330.3    741.75     2.580   69369.1      0.31    378.37
	     52.220   14342.5    742.22     2.582   69347.9      0.31    378.40
	     52.240   14354.8    742.69     2.585   69326.3      0.31    378.47
	     52.260   14367.0    743.16     2.587   69304.3      0.31    378.57
	     52.280   14379.2    743.63     2.589   69281.9      0.31    378.70
	     52.300   14391.5    744.10     2.591   69259.2      0.31    378.86
	     52.320   14403.7    744.57     2.593   69236.0      0.31    379.05
	     52.340   14416.0    745.02     2.595   69210.5      0.31    377.89
	     52.360   14428.2    745.48     2.597   69184.1      0.31    376.41
	     52.380   14440.5    745.93     2.599   69157.3      0.31    374.93
	     52.400   14452.8    746.38     2.601   69130.1      0.31    373.45
	     52.420   14465.1    746.83     2.604   69102.5      0.31    371.98
	     52.440   14477.3    747.29     2.606   69074.6      0.31    370.52
	     52.460   14489.6    747.74     2.608   69046.2      0.31    369.05
	     52.480   14501.9    748.19     2.610   69017.5      0.31    367.59
	     52.500   14514.2    748.64     2.612   68988.4      0.30    366.12
	     52.520   14526.6    749.08     2.614   68958.8      0.30    364.65
	     52.540   14538.9    749.53     2.616   68928.9      0.30    363.18
	     52.560   14551.2    749.98     2.618   68898.6      0.30    361.70
	     52.580   14563.5    750.43     2.620   68867.9      0.30    360.22
	     52.600   14575.9    750.87     2.623   68836.8      0.30    358.73
	     52.620   14588.2    751.32     2.625   68805.3      0.30    357.23
	     52.640   14600.6    751.76     2.627   68773.3      0.30    355.72
	     52.660   14612.9    752.21     2.629   68741.0      0.30    354.21
	     52.680   14625.3    752.65     2.631   68708.3      0.29    352.68
	     52.700   14637.6    753.09     2.633   68675.1      0.29    351.15
	     52.720   14650.0    753.53     2.635   68641.5      0.29    349.60
	     52.740   14662.4    753.97     2.637   68607.5      0.29    348.03
	     52.760   14674.8    754.41     2.639   68573.1      0.29    346.46
	     52.780   14687.2    754.85     2.641   68538.3      0.29    344.86
	     52.800   14699.6    755.29     2.644   68503.0      0.29    343.25
	     52.820   14712.0    755.73     2.646   68466.8      0.29    341.28
	     52.840   14724.4    756.16     2.648   68429.4      0.28    338.94
	     52.860   14736.8    756.59     2.650   68391.7      0.28    336.66
	     52.880   14749.2    757.01     2.652   68353.6      0.28    334.44
	     52.900   14761.7    757.44     2.654   68315.0      0.28    332.30
	     52.920   14774.1    757.87     2.656   68276.1      0.28    330.23
	     52.940   14786.5    758.30     2.658   68236.7      0.28    328.25
	     52.960   14799.0    758.72     2.660   68196.9      0.27    326.36
	     52.980   14811.4    759.15     2.662   68156.8      0.27    324.58
	     53.000   14823.9    759.57     2.665   68116.2      0.27    322.91
	     53.020   14836.3    759.99     2.667   68075.1      0.27    321.36
	     53.040   14848.8    760.42     2.669   68033.7      0.27    319.94
	     53.060   14861.3    760.84     2.671   67991.8      0.27    318.66
	     53.080   14873.8    761.26     2.673   67949.5      0.27    317.54
	     53.100   14886.3    761.68     2.675   67906.8      0.27    316.57
	     53.120   14898.8    762.10     2.677   67863.6      0.27    315.77
	     53.140   14911.2    762.51     2.679   67820.1      0.27    315.16
	     53.160   14923.8    762.93     2.681   67776.1      0.27    314.73
	     53.180   14936.3    763.35     2.683   67731.7      0.27    314.50
	     53.200   14948.8    763.76     2.686   67686.9      0.27    314.47
	     53.220   14961.3    764.18     2.688   67641.7      0.27    314.66
	     53.240   14973.8    764.59     2.690   67596.1      0.27    315.07
	     53.260   14986.4    765.01     2.692   67550.0      0.27    315.71
	     53.280   14998.9    765.42     2.694   67503.6      0.27    316.58
	     53.300   15011.4    765.84     2.696   67459.5      0.27    316.91
	     53.320   15024.0    766.25     2.698   67418.7      0.27    316.27
	     53.340   15036.6    766.67     2.700   67377.6      0.27    315.70
	     53.360   15049.1    767.09     2.702   67336.0      0.27    315.23
	     53.380   15061.7    767.51     2.703   67294.0      0.27    314.87
	     53.400   15074.3    767.92     2.705   67251.5      0.27    314.61
	     53.420   15086.8    768.34     2.707   67208.7      0.27    314.46
	     53.440   15099.4    768.75     2.709   67165.4      0.27    314.44
	     53.460   15112.0    769.16     2.711   67121.7      0.27    314.54
	     53.480   15124.6    769.57     2.713   67077.6      0.27    314.77
	     53.500   15137.2    769.98     2.714   67033.1      0.27    315.13
	     53.520   15149.8    770.39     2.716   66988.1      0.27    315.61
	     53.540   15162.4    770.80     2.718   66942.8      0.27    316.21
	     53.560   15175.0    771.21     2.720   66896.9      0.27    316.92
	     53.580   15187.7    771.62     2.722   66850.7      0.27    317.72
	     53.600   15200.3    772.02     2.724   66804.0      0.27    318.64
	     53.620   15212.9    772.43     2.726   66757.0      0.27    319.64
	     53.640   15225.6    772.83     2.727   66709.5      0.28    320.72
	     53.660   15238.2    773.24     2.729   66661.6      0.28    321.88
	     53.680   15250.9    773.64     2.731   66613.3      0.28    323.10
	     53.700   15263.5    774.04     2.733   66564.6      0.28    324.39
	     53.720   15276.2    774.44     2.735   66515.4      0.28    325.72
	     53.740   15288.8    774.84     2.737   66465.9      0.28    327.10
	     53.760   15301.5    775.24     2.738   66415.9      0.28    328.53
	     53.780   15314.2    775.64     2.740   66366.8      0.28    327.77
	     53.800   15326.9    776.05     2.742   66317.9      0.28    325.64
	     53.820   15339.6    776.46     2.744   66268.7      0.28    323.49
	     53.840   15352.3    776.87     2.746   66219.1      0.28    321.32
	     53.860   15365.0    777.27     2.748   66169.1      0.28    319.12
	     53.880   15377.7    777.68     2.750   66118.7      0.27    316.89
	     53.900   15390.4    778.08     2.751   66067.9      0.27    314.64
	     53.920   15403.1    778.49     2.753   66016.7      0.27    312.36
	     53.940   15415.8    778.89     2.755   65965.2      0.27    310.05
	     53.960   15428.5    779.29     2.757   65913.3      0.27    307.70
	     53.980   15441.2    779.69     2.759   65861.0      0.27    305.33
	     54.000   15454.0    780.10     2.761   65808.3      0.26    302.92
	     54.020   15466.7    780.50     2.763   65755.3      0.26    300.47
	     54.040   15479.5    780.90     2.765   65701.9      0.26    297.99
	     54.060   15492.2    781.30     2.766   65648.1      0.26    295.46
	     54.080   15505.0    781.70     2.768   65594.0      0.26    292.90
	     54.100   15517.7    782.09     2.770   65539.6      0.25    290.31
	     54.120   15530.5    782.49     2.772   65484.7      0.25    287.69
	     54.140   15543.3    782.89     2.774   65429.5      0.25    285.07
	     54.160   15556.0    783.28     2.776   65374.0      0.25    282.45
	     54.180   15568.8    783.68     2.778   65318.1      0.25    279.84
	     54.200   15581.6    784.08     2.779   65261.8      0.24    277.26
	     54.220   15594.4    784.47     2.781   65205.1      0.24    274.71
	     54.240   15607.2    784.86     2.783   65146.8      0.24    271.53
	     54.260   15620.0    785.13     2.785   65069.1      0.23    258.38
	     54.280   15632.8    785.40     2.786   64991.1      0.22    245.87
	     54.300   15645.6    785.67     2.788   64912.8      0.21    234.07
	     54.320   15658.4    785.94     2.789   64834.2      0.20    223.09
	     54.340   15671.2    786.20     2.790   64755.3      0.19    213.00
	     54.360   15684.1    786.47     2.792   64676.0      0.18    203.92
	     54.380   15696.9    786.74     2.793   64596.5      0.17    195.94
	     54.400   15709.7    787.01     2.795   64516.7      0.17    189.17
	     54.420   15722.6    787.27     2.796   64436.6      0.16    183.68
	     54.440   15735.4    787.54     2.798   64356.2      0.16    179.55
	     54.460   15748.3    787.80     2.799   64275.5      0.16    176.83
	     54.480   15761.1    788.07     2.801   64194.5      0.16    175.53
	     54.500   15774.0    788.33     2.802   64113.2      0.16    175.64
	     54.520   15786.8    788.59     2.803   64031.6      0.16    177.11
	     54.540   15799.7    788.86     2.805   63949.8      0.16    179.85
	     54.560   15812.6    789.12     2.806   63867.7      0.16    183.76
	     54.580   15825.4    789.38     2.808   63785.3      0.17    188.74
	     54.600   15838.3    789.64     2.809   63702.6      0.18    194.64
	     54.620   15851.2    789.90     2.811   63619.7      0.18    201.37
	     54.640   15864.1    790.16     2.812   63536.5      0.19    208.81
	     54.660   15877.0    790.42     2.814   63453.0      0.20    216.84
	     54.680   15889.9    790.68     2.815   63369.3      0.20    225.39
	     54.700   15902.8    790.94     2.817   63285.3      0.21    234.37
	     54.720   15915.7    791.26     2.818   63210.9      0.22    238.28
	     54.740   15928.6    791.60     2.820   63140.1      0.22    240.05
	     54.760   15941.6    791.95     2.822   63069.0      0.22    241.73
	     54.780   15954.5    792.29     2.824   62997.6      0.22    243.32
	     54.800   15967.4    792.64     2.825   62925.8      0.22    244.82
	     54.820   15980.4    792.98     2.827   62853.8      0.22    246.24
	     54.840   15993.3    793.32     2.829   62781.5      0.23    247.55
	     54.860   16006.2    793.66     2.831   62708.8      0.23    248.78
	     54.880   16019.2    794.00     2.832   62638.3      0.23    249.91
	     54.900   16032.1    794.34     2.833   62567.4      0.23    250.95
	     54.920   16045.1    794.68     2.835   62496.3      0.23    251.88
	     54.940   16058.1    795.02     2.836   62424.8      0.23    252.72
	     54.960   16071.0    795.36     2.837   62353.0      0.23    253.46
	     54.980   16084.0    795.70     2.839   62280.9      0.23    254.10
	     55.000   16097.0    796.04     2.840   62208.3      0.23    254.65
	     55.020   16110.0    796.38     2.841   62135.5      0.24    255.09
	     55.040   16122.9    796.71     2.843   62062.3      0.24    255.43
	     55.060   16135.9    797.05     2.844   61988.7      0.24    255.68
	     55.080   16148.9    797.38     2.845   61914.8      0.24    255.83
	     55.100   16161.9    797.72     2.847   61840.6      0.24    255.88
	     55.120   16174.9    798.05     2.848   61766.0      0.24    255.84
	     55.140   16187.9    798.38     2.849   61691.1      0.24    255.71
	     55.160   16200.9    798.71     2.851   61615.8      0.24    255.49
	     55.180   16214.0    799.01     2.852   61535.0      0.24    258.19
	     55.200   16227.0    799.28     2.853   61450.0      0.25    263.29
	     55.220   16240.0    799.55     2.854   61364.7      0.25    268.59
	     55.240   16253.0    799.82     2.855   61279.0      0.26    274.07
	     55.260   16266.1    800.09     2.856   61193.1      0.26    279.71
	     55.280   16279.1    800.36     2.857   61106.8      0.27    285.50
	     55.300   16292.2    800.63     2.858   61020.1      0.27    291.43
	     55.320   16305.2    800.90     2.859   60933.2      0.28    297.50
	     55.340   16318.3    801.16     2.860   60845.9      0.29    303.68
	     55.360   16331.3    801.43     2.862   60758.3      0.29    309.99
	     55.380   16344.4    801.69     2.863   60670.4      0.30    316.41
	     55.400   16357.4    801.96     2.864   60582.2      0.31    322.94
	     55.420   16370.5    802.22     2.865   60493.6      0.31    329.57
	     55.440   16383.6    802.48     2.866   60404.7      0.32    336.31
	     55.460   16396.7    802.74     2.867   60315.5      0.33    343.14
	     55.480   16409.8    803.00     2.868   60226.0      0.33    350.06
	     55.500   16422.8    803.26     2.869   60136.1      0.34    357.08
	     55.520   16435.9    803.52     2.870   60045.9      0.35    364.20
	     55.540   16449.0    803.78     2.871   59955.4      0.35    371.40
	     55.560   16462.1    804.03     2.872   59864.6      0.36    378.68
	     55.580   16475.2    804.29     2.873   59773.5      0.37    386.04
	     55.600   16488.3    804.54     2.874   59682.0      0.38    393.46
	     55.620   16501.5    804.80     2.875   59590.3      0.39    400.94
	     55.640   16514.6    805.09     2.877   59503.6      0.39    404.87
	     55.660   16527.7    805.40     2.878   59420.0      0.39    406.61
	     55.680   16540.8    805.71     2.879   59336.1      0.39    408.47
	     55.700   16553.9    806.02     2.880   59251.8      0.40    410.45
	     55.720   16567.1    806.33     2.882   59167.2      0.40    412.55
	     55.740   16580.2    806.64     2.883   59082.2      0.40    414.74
	     55.760   16593.4    806.95     2.884   58996.9      0.41    417.04
	     55.780   16606.5    807.26     2.885   58911.3      0.41    419.42
	     55.800   16619.6    807.56     2.887   58825.3      0.41    421.90
	     55.820   16632.8    807.87     2.888   58738.9      0.41    424.45
	     55.840   16646.0    808.18     2.889   58652.3      0.42    427.08
	     55.860   16659.1    808.48     2.890   58565.3      0.42    429.78
	     55.880   16672.3    808.78     2.892   58477.9      0.42    432.55
	     55.900   16685.5    809.09     2.893   58390.3      0.43    435.39
	     55.920   16698.6    809.39     2.894   58302.3      0.43    438.28
	     55.940   16711.8    809.69     2.895   58214.0      0.43    441.23
	     55.960   16725.0    809.99     2.896   58125.3      0.44    444.23
	     55.980   16738.2    810.29     2.898   58036.3      0.44    447.28
	     56.000   16751.4    810.59     2.899   57947.0      0.45    450.38
	     56.020   16764.6    810.89     2.900   57857.4      0.45    453.53
	     56.040   16777.8    811.18     2.901   57767.5      0.45    456.72
	     56.060   16791.0    811.48     2.903   57677.2      0.46    459.96
	     56.080   16804.2    811.78     2.904   57586.7      0.46    463.23
	     56.100   16817.4    812.10     2.905   57499.0      0.46    465.25
	     56.120   16830.6    812.42     2.906   57411.7      0.47    467.09
	     56.140   16843.8    812.74     2.908   57324.2      0.47    469.06
	     56.160   16857.0    813.06     2.909   57236.3      0.47    471.17
	     56.180   16870.2    813.38     2.910   57148.0      0.47    473.41
	     56.200   16883.5    813.70     2.912   57059.5      0.48    475.78
	     56.220   16896.7    814.02     2.913   56970.7      0.48    478.30
	     56.240   16909.9    814.34     2.914   56881.5      0.48    480.94
	     56.260   16923.2    814.66     2.916   56792.0      0.49    483.72
	     56.280   16936.4    814.98     2.917   56702.3      0.49    486.63
	     56.300   16949.7    815.30     2.918   56612.2      0.50    489.65
	     56.320   16962.9    815.61     2.920   56521.8      0.50    492.80
	     56.340   16976.2    815.93     2.921   56431.1      0.50    496.05
	     56.360   16989.4    816.24     2.922   56340.2      0.51    499.41
	     56.380   17002.7    816.56     2.923   56248.9      0.51    502.87
	     56.400   17015.9    816.87     2.924   56161.6      0.52    506.47
	     56.420   17029.2    817.19     2.925   56076.0      0.52    510.17
	     56.440   17042.5    817.50     2.926   55990.0      0.53    513.97
	     56.460   17055.8    817.82     2.927   55903.8      0.53    517.85
	     56.480   17069.0    818.13     2.928   55817.3      0.54    521.82
	     56.500   17082.3    818.44     2.929   55730.5      0.54    525.87
	     56.520   17095.6    818.75     2.930   55643.5      0.55    529.99
	     56.540   17108.9    819.05     2.930   55553.4      0.55    535.16
	     56.560   17122.2    819.24     2.931   55449.5      0.56    545.17
	     56.580   17135.5    819.43     2.931   55345.4      0.57    555.19
	     56.600   17148.8    819.62     2.932   55241.0      0.59    565.24
	     56.620   17162.1    819.81     2.932   55136.5      0.60    575.31
	     56.640   17175.4    820.00     2.932   55031.7      0.61    585.41
	     56.660   17188.7    820.18     2.933   54926.8      0.62    595.54
	     56.680   17202.0    820.37     2.933   54821.7      0.63    605.70
	     56.700   17215.4    820.56     2.934   54716.3      0.64    615.89
	     56.720   17228.7    820.75     2.934   54610.8      0.66    626.11
	     56.740   17242.0    820.94     2.934   54505.0      0.67    636.37
	     56.760   17255.3    821.12     2.935   54399.1      0.68    646.65
	     56.780   17268.7    821.31     2.935   54293.0      0.69    656.96
	     56.800   17282.0    821.50     2.935   54186.7      0.71    667.30
	     56.820   17295.4    821.68     2.936   54080.2      0.72    677.68
	     56.840   17308.7    821.87     2.936   53973.6      0.73    688.08
	     56.860   17322.0    822.05     2.937   53866.7      0.74    698.51
	     56.880   17335.4    822.24     2.937   53759.7      0.76    708.97
	     56.900   17348.8    822.42     2.937   53652.5      0.77    719.46
	     56.920   17362.1    822.61     2.938   53545.1      0.78    729.97
	     56.940   17375.5    822.79     2.938   53437.5      0.79    740.51
	     56.960   17388.8    822.98     2.938   53329.8      0.81    751.08
	     56.980   17402.2    823.16     2.939   53221.9      0.82    761.67
	     57.000   17415.6    823.45     2.939   53126.5      0.82    762.99
	     57.020   17429.0    823.78     2.940   53037.3      0.82    759.71
	     57.040   17442.3    824.11     2.941   52947.9      0.82    756.51
	     57.060   17455.7    824.44     2.942   52858.2      0.82    753.38
	     57.080   17469.1    824.77     2.943   52768.3      0.81    750.32
	     57.100   17482.5    825.10     2.944   52678.1      0.81    747.31
	     57.120   17495.9    825.44     2.945   52587.6      0.81    744.35
	     57.140   17509.3    825.77     2.945   52496.9      0.81    741.44
	     57.160   17522.7    826.10     2.946   52405.9      0.81    738.58
	     57.180   17536.1    826.43     2.947   52314.7      0.81    735.75
	     57.200   17549.5    826.76     2.948   52223.3      0.80    732.96
	     57.220   17562.9    827.09     2.949   52131.6      0.80    730.20
	     57.240   17576.3    827.42     2.950   52039.7      0.80    727.47
	     57.260   17589.7    827.75     2.951   51947.5      0.80    724.74
	     57.280   17603.2    828.08     2.951   51855.1      0.80    722.03
	     57.300   17616.6    828.41     2.952   51762.4      0.80    719.31
	     57.320   17630.0    828.74     2.953   51669.5      0.79    716.59
	     57.340   17643.5    829.07     2.954   51576.3      0.79    713.86
	     57.360   17656.9    829.40     2.955   51482.9      0.79    711.12
	     57.380   17670.3    829.73     2.956   51389.3      0.79    708.36
	     57.400   17683.8    830.06     2.956   51295.4      0.79    705.57
	     57.420   17697.2    830.39     2.957   51201.3      0.79    702.76
	     57.440   17710.7    830.75     2.958   51110.7      0.78    695.55
	     57.460   17724.1    831.18     2.959   51028.6      0.76    677.79
	     57.480   17737.6    831.61     2.961   50946.3      0.74    660.07
	     57.500   17751.0    832.05     2.962   50863.8      0.72    642.37
	     57.520   17764.5    832.48     2.963   50780.9      0.70    624.69
	     57.540   17778.0    832.91     2.964   50697.8      0.69    607.03
	     57.560   17791.4    833.34     2.965   50614.4      0.67    589.37
	     57.580   17804.9    833.78     2.967   50530.7      0.65    571.73
	     57.600   17818.4    834.21     2.968   50446.7      0.63    554.09
	     57.620   17831.9    834.64     2.969   50362.5      0.61    536.44
	     57.640   17845.3    835.08     2.970   50277.9      0.59    518.80
