PSLV-C 52 sens11=Cylinder(P+) HSCTYHFPP
ITI ITER IMA IKHS NCO IAXI IPA ICAR ITHN KEL ITAB ISHK INV,IGM,IT,CON,ITR,IAI,IFR,IRA
1 	0     1    0   6   1    1    0    0   1   1    2    2   3   0  1   1   0   0 0
RADIUS, ANGLE, LENGTH OF EACH COMPONENT
0.7       20.0      2.589     0.0       0.0       4.5000    0.0       -15.0 
0.7500    0.0       0.0       11.5176   0.0       3.644     1.5702    0.0 
0.0       23.0
RETR   RETS ALAMDA ALFA  DUM   QINS  RC   GIN
1.0e+116  0.0  0.0   0.0   0.00  0.00  0.7  1.4
NT
12501
    TIME          ALT                RV                Mach       dynp             alpha     qalpha         
              0.000      23.8      0.00     0.000       0.0      0.00      0.00
	    118.400   79156.9   1929.33     7.016      36.3      0.36      0.23
	    118.420   79180.2   1929.47     7.017      36.1      0.36      0.22
	    118.440   79203.4   1929.62     7.018      36.0      0.35      0.22
	    118.460   79226.7   1929.76     7.019      35.9      0.35      0.22
	    118.480   79250.0   1929.91     7.020      35.7      0.35      0.22
	    118.500   79273.3   1930.06     7.021      35.6      0.35      0.21
	    118.520   79296.6   1930.20     7.022      35.5      0.34      0.21
	    118.540   79319.9   1930.35     7.023      35.4      0.34      0.21
	    118.560   79343.2   1930.50     7.024      35.2      0.34      0.21
	    118.580   79366.5   1930.64     7.025      35.1      0.33      0.20
	    118.600   79389.8   1930.79     7.026      35.0      0.33      0.20
	    118.620   79413.1   1930.94     7.027      34.8      0.33      0.20
	    118.640   79436.4   1931.08     7.028      34.7      0.33      0.20
	    118.660   79459.7   1931.23     7.029      34.6      0.32      0.19
	    118.680   79483.0   1931.38     7.030      34.4      0.32      0.19
	    118.700   79506.3   1931.52     7.031      34.3      0.32      0.19
	    118.720   79529.5   1931.67     7.032      34.2      0.31      0.19
	    118.740   79552.8   1931.82     7.033      34.0      0.31      0.19
	    118.760   79576.1   1931.97     7.034      33.9      0.31      0.18
	    118.780   79599.4   1932.11     7.035      33.8      0.31      0.18
	    118.800   79622.7   1932.26     7.037      33.7      0.30      0.18
	    118.820   79646.0   1932.41     7.038      33.5      0.30      0.18
	    118.840   79669.3   1932.55     7.039      33.4      0.30      0.17
	    118.860   79692.6   1932.70     7.040      33.3      0.30      0.17
	    118.880   79715.8   1932.85     7.041      33.1      0.30      0.17
	    118.900   79739.1   1933.00     7.042      33.0      0.29      0.17
	    118.920   79762.4   1933.14     7.043      32.9      0.29      0.17
	    118.940   79785.7   1933.29     7.044      32.7      0.29      0.17
	    118.960   79809.0   1933.44     7.045      32.6      0.29      0.16
	    118.980   79832.3   1933.58     7.046      32.5      0.29      0.16
	    119.000   79855.5   1933.73     7.048      32.3      0.28      0.16
	    119.020   79878.8   1933.88     7.049      32.2      0.28      0.16
	    119.040   79902.1   1934.03     7.050      32.1      0.28      0.16
	    119.060   79925.4   1934.17     7.051      31.9      0.28      0.15
	    119.080   79948.7   1934.32     7.052      31.8      0.28      0.15
	    119.100   79971.9   1934.47     7.053      31.7      0.27      0.15
	    119.120   79995.2   1934.62     7.055      31.6      0.27      0.15
	    119.140   80018.5   1934.76     7.054      31.4      0.27      0.15
	    119.160   80041.8   1934.91     7.049      31.4      0.27      0.15
	    119.180   80065.1   1935.06     7.044      31.3      0.27      0.15
	    119.200   80088.3   1935.21     7.039      31.2      0.26      0.14
	    119.220   80111.6   1935.36     7.035      31.1      0.26      0.14
	    119.240   80134.9   1935.50     7.030      31.0      0.26      0.14
	    119.260   80158.2   1935.65     7.025      30.9      0.26      0.14
	    119.280   80181.5   1935.80     7.020      30.8      0.26      0.14
	    119.300   80204.7   1935.95     7.015      30.8      0.26      0.14
	    119.320   80228.0   1936.10     7.010      30.7      0.25      0.14
	    119.340   80251.3   1936.24     7.005      30.6      0.25      0.13
	    119.360   80274.6   1936.39     7.000      30.5      0.25      0.13
	    119.380   80297.8   1936.54     6.995      30.4      0.25      0.13
	    119.400   80321.1   1936.69     6.990      30.3      0.25      0.13
	    119.420   80344.4   1936.84     6.985      30.2      0.24      0.13
	    119.440   80367.6   1936.98     6.980      30.2      0.24      0.13
	    119.460   80390.9   1937.13     6.975      30.1      0.24      0.13
	    119.480   80414.2   1937.28     6.970      30.0      0.24      0.12
	    119.500   80437.5   1937.43     6.965      29.9      0.24      0.12
	    119.520   80460.7   1937.58     6.959      29.8      0.23      0.12
	    119.540   80484.0   1937.73     6.954      29.7      0.23      0.12
	    119.560   80507.3   1937.87     6.949      29.6      0.23      0.12
	    119.580   80530.5   1938.02     6.944      29.6      0.23      0.12
	    119.600   80553.8   1938.17     6.938      29.5      0.23      0.12
	    119.620   80577.1   1938.32     6.933      29.4      0.22      0.11
	    119.640   80600.3   1938.47     6.928      29.3      0.22      0.11
	    119.660   80623.6   1938.62     6.923      29.2      0.22      0.11
	    119.680   80646.9   1938.77     6.917      29.1      0.22      0.11
	    119.700   80670.1   1938.91     6.912      29.0      0.22      0.11
	    119.720   80693.4   1939.06     6.907      29.0      0.21      0.11
	    119.740   80716.7   1939.21     6.901      28.9      0.21      0.11
	    119.760   80739.9   1939.36     6.896      28.8      0.21      0.11
	    119.780   80763.2   1939.51     6.890      28.7      0.21      0.10
	    119.800   80786.5   1939.66     6.885      28.6      0.21      0.10
	    119.820   80809.7   1939.81     6.879      28.5      0.21      0.10
	    119.840   80833.0   1939.96     6.874      28.4      0.20      0.10
	    119.860   80856.3   1940.11     6.868      28.4      0.20      0.10
	    119.880   80879.5   1940.25     6.863      28.3      0.20      0.10
	    119.900   80902.8   1940.40     6.857      28.2      0.20      0.10
	    119.920   80926.0   1940.55     6.852      28.1      0.20      0.10
	    119.940   80949.3   1940.70     6.846      28.0      0.20      0.10
	    119.960   80972.6   1940.85     6.840      27.9      0.20      0.10
	    119.980   80995.8   1941.00     6.835      27.8      0.21      0.10
	    120.000   81019.1   1941.15     6.831      27.8      0.21      0.10
	    120.020   81042.4   1941.30     6.832      27.7      0.21      0.10
	    120.040   81065.6   1941.45     6.833      27.6      0.21      0.10
	    120.060   81088.9   1941.60     6.834      27.5      0.22      0.10
	    120.080   81112.1   1941.75     6.835      27.4      0.22      0.11
	    120.100   81135.4   1941.90     6.835      27.3      0.23      0.11
	    120.120   81158.6   1942.05     6.836      27.2      0.24      0.11
	    120.140   81181.9   1942.20     6.837      27.1      0.24      0.12
	    120.160   81205.2   1942.34     6.838      27.0      0.25      0.12
	    120.180   81228.4   1942.49     6.839      26.9      0.26      0.12
	    120.200   81251.7   1942.64     6.840      26.8      0.27      0.13
	    120.220   81274.9   1942.79     6.841      26.7      0.28      0.13
	    120.240   81298.2   1942.94     6.842      26.6      0.30      0.14
	    120.260   81321.4   1943.09     6.843      26.5      0.31      0.14
	    120.280   81344.7   1943.24     6.844      26.4      0.32      0.15
	    120.300   81367.9   1943.39     6.844      26.4      0.34      0.16
	    120.320   81391.2   1943.54     6.845      26.3      0.35      0.16
	    120.340   81414.4   1943.69     6.846      26.2      0.37      0.17
	    120.360   81437.7   1943.84     6.847      26.1      0.39      0.18
	    120.380   81460.9   1943.99     6.848      26.0      0.41      0.19
	    120.400   81484.2   1944.14     6.849      25.9      0.43      0.19
	    120.420   81507.4   1944.29     6.850      25.8      0.45      0.20
	    120.440   81530.7   1944.44     6.851      25.7      0.47      0.21
	    120.460   81553.9   1944.59     6.852      25.6      0.49      0.22
	    120.480   81577.2   1944.74     6.853      25.5      0.52      0.23
	    120.500   81600.4   1944.89     6.854      25.4      0.54      0.24
	    120.520   81623.7   1945.04     6.855      25.3      0.57      0.25
	    120.540   81646.9   1945.19     6.856      25.2      0.59      0.26
	    120.560   81670.2   1945.34     6.857      25.1      0.62      0.27
	    120.580   81693.4   1945.49     6.858      25.0      0.65      0.28
	    120.600   81716.7   1945.64     6.859      24.9      0.68      0.30
	    120.620   81739.9   1945.79     6.860      24.8      0.71      0.31
	    120.640   81763.2   1945.94     6.861      24.8      0.74      0.32
	    120.660   81786.4   1946.10     6.862      24.7      0.77      0.33
	    120.680   81809.6   1946.25     6.863      24.6      0.80      0.34
	    120.700   81832.9   1946.40     6.864      24.5      0.84      0.36
	    120.720   81856.1   1946.55     6.865      24.4      0.87      0.37
	    120.740   81879.4   1946.70     6.866      24.3      0.90      0.38
	    120.760   81902.6   1946.85     6.867      24.2      0.94      0.40
	    120.780   81925.9   1947.00     6.868      24.1      0.98      0.41
	    120.800   81949.1   1947.15     6.869      24.0      1.01      0.42
	    120.820   81972.3   1947.30     6.870      23.9      1.05      0.44
	    120.840   81995.6   1947.45     6.871      23.8      1.09      0.45
	    120.860   82018.8   1947.60     6.872      23.7      1.13      0.47
	    120.880   82042.1   1947.75     6.873      23.6      1.17      0.48
	    120.900   82065.3   1947.90     6.874      23.6      1.21      0.50
	    120.920   82088.5   1948.05     6.875      23.5      1.26      0.51
	    120.940   82111.8   1948.21     6.876      23.4      1.30      0.53
	    120.960   82135.0   1948.36     6.877      23.3      1.34      0.55
	    120.980   82158.3   1948.51     6.878      23.2      1.39      0.56
	    121.000   82181.5   1948.66     6.879      23.2      1.43      0.58
	    121.020   82204.7   1948.81     6.879      23.1      1.48      0.60
	    121.040   82228.0   1948.96     6.880      23.0      1.53      0.61
	    121.060   82251.2   1949.11     6.881      22.9      1.57      0.63
	    121.080   82274.4   1949.26     6.882      22.8      1.62      0.65
	    121.100   82297.7   1949.41     6.883      22.8      1.67      0.66
	    121.120   82320.9   1949.57     6.884      22.7      1.72      0.68
	    121.140   82344.1   1949.72     6.885      22.6      1.77      0.70
	    121.160   82367.4   1949.87     6.886      22.5      1.82      0.72
	    121.180   82390.6   1950.02     6.888      22.4      1.87      0.73
	    121.200   82413.8   1950.17     6.889      22.4      1.92      0.75
	    121.220   82437.1   1950.32     6.890      22.3      1.98      0.77
	    121.240   82460.3   1950.47     6.891      22.2      2.03      0.79
	    121.260   82483.5   1950.62     6.892      22.1      2.09      0.81
	    121.280   82506.8   1950.78     6.893      22.0      2.14      0.82
	    121.300   82530.0   1950.93     6.894      22.0      2.20      0.84
	    121.320   82553.2   1951.08     6.895      21.9      2.25      0.86
	    121.340   82576.4   1951.23     6.896      21.8      2.31      0.88
	    121.360   82599.7   1951.38     6.897      21.7      2.36      0.90
	    121.380   82622.9   1951.54     6.898      21.6      2.42      0.91
	    121.400   82646.1   1951.69     6.899      21.6      2.48      0.93
	    121.420   82669.4   1951.84     6.900      21.5      2.54      0.95
	    121.440   82692.6   1951.99     6.901      21.4      2.60      0.97
	    121.460   82715.8   1952.15     6.902      21.3      2.66      0.99
	    121.480   82739.0   1952.30     6.903      21.2      2.72      1.01
	    121.500   82762.3   1952.45     6.904      21.2      2.78      1.03
	    121.520   82785.5   1952.60     6.905      21.1      2.84      1.04
	    121.540   82808.7   1952.76     6.907      21.0      2.90      1.06
	    121.560   82831.9   1952.91     6.908      20.9      2.96      1.08
	    121.580   82855.2   1953.06     6.909      20.8      3.02      1.10
	    121.600   82878.4   1953.21     6.910      20.8      3.08      1.12
	    121.620   82901.6   1953.37     6.911      20.7      3.15      1.13
	    121.640   82924.8   1953.52     6.912      20.6      3.21      1.15
	    121.660   82948.1   1953.67     6.913      20.5      3.27      1.17
	    121.680   82971.3   1953.82     6.914      20.4      3.33      1.19
	    121.700   82994.5   1953.98     6.915      20.4      3.40      1.21
	    121.720   83017.7   1954.13     6.917      20.3      3.46      1.22
	    121.740   83040.9   1954.28     6.917      20.2      3.52      1.24
	    121.760   83064.2   1954.43     6.918      20.1      3.59      1.26
	    121.780   83087.4   1954.59     6.919      20.1      3.65      1.28
	    121.800   83110.6   1954.74     6.920      20.0      3.72      1.30
	    121.820   83133.8   1954.89     6.921      19.9      3.78      1.31
	    121.840   83157.0   1955.04     6.922      19.9      3.84      1.33
	    121.860   83180.3   1955.20     6.923      19.8      3.91      1.35
	    121.880   83203.5   1955.35     6.924      19.7      3.97      1.37
	    121.900   83226.7   1955.50     6.925      19.7      4.03      1.38
	    121.920   83249.9   1955.66     6.926      19.6      4.10      1.40
	    121.940   83273.1   1955.81     6.927      19.5      4.16      1.42
	    121.960   83296.3   1955.96     6.928      19.5      4.23      1.43
	    121.980   83319.6   1956.11     6.929      19.4      4.29      1.45
	    122.000   83342.8   1956.27     6.930      19.3      4.35      1.47
	    122.020   83366.0   1956.42     6.931      19.2      4.42      1.48
	    122.040   83389.2   1956.57     6.932      19.2      4.48      1.50
	    122.060   83412.4   1956.73     6.933      19.1      4.54      1.51
	    122.080   83435.6   1956.88     6.934      19.0      4.60      1.53
	    122.100   83458.8   1957.03     6.935      19.0      4.67      1.55
	    122.120   83482.1   1957.18     6.936      18.9      4.73      1.56
	    122.140   83505.3   1957.34     6.937      18.8      4.79      1.58
	    122.160   83528.5   1957.49     6.938      18.8      4.85      1.59
	    122.180   83551.7   1957.64     6.939      18.7      4.92      1.60
	    122.200   83574.9   1957.80     6.940      18.6      4.98      1.62
	    122.220   83598.1   1957.95     6.941      18.6      5.04      1.63
	    122.240   83621.3   1958.10     6.942      18.5      5.10      1.65
	    122.260   83644.5   1958.25     6.943      18.4      5.16      1.66
	    122.280   83667.7   1958.41     6.944      18.3      5.22      1.67
	    122.300   83690.9   1958.56     6.945      18.3      5.28      1.69
	    122.320   83714.2   1958.71     6.946      18.2      5.34      1.70
	    122.340   83737.4   1958.87     6.947      18.1      5.40      1.71
	    122.360   83760.6   1959.02     6.948      18.1      5.46      1.72
	    122.380   83783.8   1959.17     6.949      18.0      5.52      1.74
	    122.400   83807.0   1959.32     6.950      17.9      5.58      1.75
	    122.420   83830.2   1959.48     6.951      17.9      5.64      1.76
	    122.440   83853.4   1959.63     6.952      17.8      5.70      1.77
	    122.460   83876.6   1959.78     6.954      17.7      5.76      1.78
	    122.480   83899.8   1959.94     6.955      17.7      5.82      1.79
	    122.500   83923.0   1960.09     6.956      17.6      5.88      1.80
	    122.520   83946.2   1960.24     6.957      17.5      5.93      1.81
	    122.540   83969.4   1960.40     6.958      17.4      5.99      1.82
	    122.560   83992.6   1960.55     6.959      17.4      6.05      1.83
	    122.580   84015.8   1960.70     6.960      17.3      6.11      1.85
	    122.600   84039.0   1960.86     6.961      17.3      6.16      1.86
	    122.620   84062.2   1961.01     6.962      17.2      6.22      1.87
	    122.640   84085.4   1961.16     6.963      17.1      6.28      1.88
	    122.660   84108.6   1961.32     6.964      17.1      6.34      1.89
	    122.680   84131.8   1961.47     6.965      17.0      6.39      1.90
	    122.700   84155.0   1961.62     6.966      17.0      6.45      1.91
	    122.720   84178.2   1961.77     6.967      16.9      6.50      1.92
	    122.740   84201.4   1961.93     6.968      16.8      6.56      1.93
	    122.760   84224.6   1962.08     6.969      16.8      6.61      1.94
	    122.780   84247.8   1962.23     6.970      16.7      6.67      1.95
	    122.800   84271.0   1962.39     6.971      16.7      6.72      1.96
	    122.820   84294.2   1962.54     6.972      16.6      6.78      1.96
	    122.840   84317.4   1962.69     6.973      16.5      6.83      1.97
	    122.860   84340.6   1962.85     6.974      16.5      6.89      1.98
	    122.880   84363.8   1963.00     6.975      16.4      6.94      1.99
	    122.900   84387.0   1963.15     6.977      16.4      6.99      2.00
	    122.920   84410.2   1963.31     6.978      16.3      7.05      2.01
	    122.940   84433.4   1963.46     6.979      16.3      7.10      2.01
	    122.960   84456.6   1963.61     6.980      16.2      7.15      2.02
	    122.980   84479.8   1963.77     6.981      16.1      7.21      2.03
	    123.000   84503.0   1963.92     6.982      16.1      7.26      2.04
	    123.020   84526.2   1964.07     6.983      16.0      7.31      2.04
	    123.040   84549.4   1964.23     6.984      16.0      7.36      2.05
	    123.060   84572.6   1964.38     6.985      15.9      7.41      2.06
	    123.080   84595.8   1964.53     6.986      15.8      7.47      2.06
	    123.100   84619.0   1964.69     6.987      15.8      7.52      2.07
	    123.120   84642.1   1964.84     6.988      15.7      7.57      2.08
	    123.140   84665.3   1964.99     6.989      15.7      7.62      2.08
	    123.160   84688.5   1965.15     6.991      15.6      7.67      2.09
	    123.180   84711.7   1965.30     6.992      15.5      7.72      2.09
	    123.200   84734.9   1965.45     6.993      15.5      7.77      2.10
	    123.220   84758.1   1965.60     6.994      15.4      7.82      2.11
	    123.240   84781.3   1965.76     6.995      15.4      7.87      2.11
	    123.260   84804.5   1965.91     6.996      15.3      7.92      2.12
	    123.280   84827.7   1966.06     6.997      15.3      7.97      2.12
	    123.300   84850.9   1966.22     6.999      15.2      8.01      2.12
	    123.320   84874.0   1966.37     7.000      15.1      8.06      2.13
	    123.340   84897.2   1966.52     7.001      15.1      8.11      2.13
	    123.360   84920.4   1966.68     7.002      15.0      8.16      2.14
	    123.380   84943.6   1966.83     7.003      15.0      8.20      2.14
	    123.400   84966.8   1966.98     7.004      14.9      8.25      2.15
	    123.420   84990.0   1967.14     7.005      14.8      8.30      2.15
	    123.440   85013.2   1967.29     7.007      14.8      8.35      2.15
	    123.460   85036.3   1967.44     7.008      14.7      8.39      2.16
	    123.480   85059.5   1967.60     7.009      14.7      8.44      2.16
	    123.500   85082.7   1967.75     7.010      14.6      8.48      2.17
	    123.520   85105.9   1967.90     7.011      14.6      8.53      2.17
	    123.540   85129.1   1968.06     7.012      14.5      8.57      2.17
	    123.560   85152.3   1968.21     7.013      14.5      8.62      2.18
	    123.580   85175.4   1968.36     7.014      14.4      8.66      2.18
	    123.600   85198.6   1968.52     7.015      14.4      8.71      2.19
	    123.620   85221.8   1968.67     7.016      14.3      8.75      2.19
	    123.640   85245.0   1968.82     7.017      14.3      8.80      2.19
	    123.660   85268.2   1968.98     7.019      14.2      8.84      2.20
	    123.680   85291.3   1969.13     7.020      14.2      8.89      2.20
	    123.700   85314.5   1969.29     7.021      14.1      8.93      2.20
	    123.720   85337.7   1969.44     7.022      14.1      8.98      2.20
	    123.740   85360.9   1969.59     7.023      14.0      9.02      2.21
	    123.760   85384.1   1969.75     7.024      14.0      9.06      2.21
	    123.780   85407.2   1969.90     7.025      13.9      9.11      2.21
	    123.800   85430.4   1970.05     7.026      13.9      9.15      2.22
	    123.820   85453.6   1970.21     7.027      13.8      9.19      2.22
	    123.840   85476.8   1970.36     7.029      13.8      9.24      2.22
	    123.860   85499.9   1970.51     7.030      13.7      9.28      2.22
	    123.880   85523.1   1970.67     7.031      13.7      9.32      2.22
	    123.900   85546.3   1970.82     7.032      13.6      9.37      2.23
	    123.920   85569.5   1970.97     7.033      13.6      9.41      2.23
	    123.940   85592.6   1971.13     7.034      13.5      9.45      2.23
	    123.960   85615.8   1971.28     7.035      13.5      9.49      2.23
	    123.980   85639.0   1971.43     7.037      13.4      9.54      2.23
	    124.000   85662.2   1971.59     7.038      13.4      9.58      2.24
	    124.020   85685.3   1971.74     7.039      13.3      9.62      2.24
	    124.040   85708.5   1971.90     7.040      13.3      9.67      2.24
	    124.060   85731.7   1972.05     7.041      13.2      9.71      2.24
	    124.080   85754.9   1972.20     7.043      13.2      9.75      2.24
	    124.100   85778.0   1972.36     7.044      13.1      9.79      2.24
	    124.120   85801.2   1972.51     7.045      13.1      9.84      2.24
	    124.140   85824.4   1972.66     7.046      13.0      9.88      2.24
	    124.160   85847.5   1972.82     7.047      13.0      9.92      2.24
	    124.180   85870.7   1972.97     7.049      12.9      9.96      2.25
	    124.200   85893.9   1973.12     7.050      12.9     10.01      2.25
	    124.220   85917.1   1973.28     7.051      12.8     10.05      2.25
	    124.240   85940.2   1973.43     7.052      12.8     10.09      2.25
	    124.260   85963.4   1973.58     7.054      12.7     10.13      2.25
	    124.280   85986.6   1973.74     7.055      12.7     10.18      2.25
	    124.300   86009.7   1973.89     7.056      12.6     10.22      2.25
	    124.320   86032.9   1974.05     7.057      12.6     10.26      2.25
	    124.340   86056.1   1974.20     7.058      12.5     10.31      2.25
	    124.360   86079.2   1974.35     7.060      12.5     10.35      2.25
	    124.380   86102.4   1974.51     7.061      12.4     10.39      2.26
	    124.400   86125.6   1974.66     7.062      12.4     10.43      2.26
	    124.420   86148.7   1974.81     7.063      12.4     10.48      2.26
	    124.440   86171.9   1974.97     7.064      12.3     10.52      2.26
	    124.460   86195.0   1975.12     7.065      12.3     10.56      2.26
	    124.480   86218.2   1975.27     7.066      12.2     10.61      2.26
	    124.500   86241.4   1975.43     7.068      12.2     10.65      2.26
	    124.520   86264.5   1975.58     7.069      12.1     10.69      2.27
	    124.540   86287.7   1975.73     7.070      12.1     10.74      2.27
	    124.560   86310.9   1975.89     7.071      12.1     10.78      2.27
	    124.580   86334.0   1976.04     7.072      12.0     10.82      2.27
	    124.600   86357.2   1976.19     7.073      12.0     10.87      2.27
	    124.620   86380.3   1976.35     7.075      11.9     10.91      2.27
	    124.640   86403.5   1976.50     7.076      11.9     10.96      2.27
	    124.660   86426.7   1976.66     7.077      11.8     11.00      2.27
	    124.680   86449.8   1976.81     7.078      11.8     11.04      2.27
	    124.700   86473.0   1976.96     7.079      11.8     11.09      2.27
	    124.720   86496.1   1977.12     7.081      11.7     11.13      2.27
	    124.740   86519.3   1977.27     7.082      11.7     11.18      2.28
	    124.760   86542.5   1977.42     7.083      11.6     11.22      2.28
	    124.780   86565.6   1977.58     7.084      11.6     11.26      2.28
	    124.800   86588.8   1977.73     7.085      11.5     11.31      2.28
	    124.820   86611.9   1977.88     7.087      11.5     11.35      2.28
	    124.840   86635.1   1978.04     7.088      11.5     11.40      2.28
	    124.860   86658.2   1978.19     7.089      11.4     11.44      2.28
	    124.880   86681.4   1978.35     7.090      11.4     11.49      2.28
	    124.900   86704.6   1978.50     7.092      11.3     11.53      2.28
	    124.920   86727.7   1978.65     7.093      11.3     11.58      2.28
	    124.940   86750.9   1978.81     7.094      11.2     11.62      2.28
	    124.960   86774.0   1978.96     7.096      11.2     11.67      2.28
	    124.980   86797.2   1979.11     7.097      11.1     11.72      2.28
	    125.000   86820.3   1979.27     7.098      11.1     11.76      2.28
	    125.020   86843.5   1979.42     7.099      11.1     11.81      2.28
	    125.040   86866.6   1979.57     7.101      11.0     11.85      2.28
	    125.060   86889.8   1979.73     7.102      11.0     11.90      2.28
	    125.080   86912.9   1979.88     7.103      10.9     11.94      2.28
	    125.100   86936.1   1980.03     7.105      10.9     11.99      2.28
	    125.120   86959.2   1980.19     7.106      10.8     12.04      2.28
	    125.140   86982.4   1980.34     7.107      10.8     12.08      2.28
	    125.160   87005.5   1980.50     7.109      10.8     12.13      2.28
	    125.180   87028.7   1980.65     7.110      10.7     12.18      2.28
	    125.200   87051.8   1980.80     7.111      10.7     12.22      2.28
	    125.220   87075.0   1980.96     7.112      10.6     12.27      2.28
	    125.240   87098.1   1981.11     7.113      10.6     12.32      2.28
	    125.260   87121.3   1981.26     7.115      10.6     12.36      2.28
	    125.280   87144.4   1981.42     7.116      10.5     12.41      2.28
	    125.300   87167.6   1981.57     7.117      10.5     12.46      2.28
	    125.320   87190.7   1981.72     7.118      10.5     12.50      2.28
	    125.340   87213.9   1981.88     7.119      10.4     12.55      2.28
	    125.360   87237.0   1982.03     7.121      10.4     12.60      2.28
	    125.380   87260.1   1982.18     7.122      10.4     12.64      2.28
	    125.400   87283.3   1982.34     7.123      10.3     12.69      2.29
	    125.420   87306.4   1982.49     7.124      10.3     12.74      2.29
	    125.440   87329.6   1982.64     7.125      10.2     12.78      2.29
	    125.460   87352.7   1982.80     7.127      10.2     12.83      2.29
	    125.480   87375.9   1982.95     7.128      10.2     12.88      2.29
	    125.500   87399.0   1983.10     7.129      10.1     12.93      2.29
	    125.520   87422.2   1983.26     7.130      10.1     12.97      2.29
	    125.540   87445.3   1983.41     7.132      10.1     13.02      2.29
	    125.560   87468.4   1983.56     7.133      10.0     13.07      2.29
	    125.580   87491.6   1983.72     7.134      10.0     13.12      2.29
	    125.600   87514.7   1983.87     7.135      10.0     13.17      2.29
	    125.620   87537.9   1984.02     7.137       9.9     13.21      2.29
	    125.640   87561.0   1984.17     7.138       9.9     13.26      2.29
	    125.660   87584.1   1984.33     7.139       9.8     13.31      2.29
	    125.680   87607.3   1984.48     7.140       9.8     13.36      2.29
	    125.700   87630.4   1984.63     7.142       9.8     13.40      2.28
	    125.720   87653.5   1984.79     7.143       9.7     13.45      2.28
	    125.740   87676.7   1984.94     7.144       9.7     13.50      2.28
	    125.760   87699.8   1985.09     7.146       9.7     13.55      2.28
	    125.780   87723.0   1985.25     7.147       9.6     13.60      2.28
	    125.800   87746.1   1985.40     7.148       9.6     13.65      2.28
	    125.820   87769.2   1985.55     7.150       9.5     13.69      2.28
	    125.840   87792.4   1985.70     7.151       9.5     13.74      2.28
	    125.860   87815.5   1985.86     7.152       9.5     13.79      2.28
	    125.880   87838.6   1986.01     7.154       9.4     13.84      2.28
	    125.900   87861.8   1986.16     7.155       9.4     13.89      2.28
	    125.920   87884.9   1986.32     7.156       9.4     13.94      2.28
	    125.940   87908.0   1986.47     7.158       9.3     13.99      2.28
	    125.960   87931.2   1986.62     7.159       9.3     14.04      2.27
	    125.980   87954.3   1986.78     7.160       9.2     14.09      2.27
	    126.000   87977.4   1986.93     7.162       9.2     14.14      2.27
	    126.020   88000.6   1987.08     7.163       9.2     14.18      2.27
	    126.040   88023.7   1987.23     7.165       9.1     14.23      2.27
	    126.060   88046.8   1987.39     7.166       9.1     14.28      2.27
	    126.080   88070.0   1987.54     7.167       9.1     14.33      2.27
	    126.100   88093.1   1987.69     7.168       9.0     14.38      2.27
	    126.120   88116.2   1987.85     7.170       9.0     14.43      2.27
	    126.140   88139.3   1988.00     7.171       9.0     14.48      2.27
	    126.160   88162.5   1988.15     7.172       9.0     14.53      2.27
	    126.180   88185.6   1988.30     7.173       8.9     14.58      2.27
	    126.200   88208.7   1988.46     7.175       8.9     14.63      2.27
	    126.220   88231.9   1988.61     7.176       8.9     14.68      2.27
	    126.240   88255.0   1988.76     7.177       8.8     14.73      2.27
	    126.260   88278.1   1988.91     7.179       8.8     14.78      2.27
	    126.280   88301.2   1989.07     7.180       8.8     14.83      2.27
	    126.300   88324.4   1989.22     7.181       8.7     14.88      2.27
	    126.320   88347.5   1989.37     7.183       8.7     14.93      2.27
	    126.340   88370.6   1989.52     7.184       8.7     14.99      2.27
	    126.360   88393.7   1989.68     7.185       8.6     15.04      2.27
	    126.380   88416.9   1989.83     7.187       8.6     15.09      2.27
	    126.400   88440.0   1989.98     7.188       8.6     15.14      2.27
	    126.420   88463.1   1990.13     7.189       8.5     15.19      2.27
	    126.440   88486.2   1990.29     7.191       8.5     15.24      2.26
	    126.460   88509.4   1990.44     7.192       8.5     15.29      2.26
	    126.480   88532.5   1990.59     7.194       8.5     15.34      2.26
	    126.500   88555.6   1990.74     7.195       8.4     15.39      2.26
	    126.520   88578.7   1990.90     7.196       8.4     15.44      2.26
	    126.540   88601.8   1991.05     7.198       8.4     15.49      2.26
	    126.560   88625.0   1991.20     7.199       8.3     15.54      2.26
	    126.580   88648.1   1991.35     7.201       8.3     15.59      2.26
	    126.600   88671.2   1991.50     7.202       8.3     15.64      2.26
	    126.620   88694.3   1991.66     7.203       8.2     15.69      2.25
	    126.640   88717.4   1991.81     7.205       8.2     15.74      2.25
	    126.660   88740.5   1991.96     7.206       8.2     15.79      2.25
	    126.680   88763.7   1992.11     7.208       8.1     15.84      2.25
	    126.700   88786.8   1992.26     7.209       8.1     15.89      2.25
	    126.720   88809.9   1992.42     7.211       8.1     15.94      2.25
	    126.740   88833.0   1992.57     7.212       8.0     15.99      2.24
	    126.760   88856.1   1992.72     7.214       8.0     16.04      2.24
	    126.780   88879.2   1992.87     7.215       8.0     16.09      2.24
	    126.800   88902.4   1993.02     7.217       7.9     16.13      2.24
	    126.820   88925.5   1993.17     7.218       7.9     16.18      2.24
	    126.840   88948.6   1993.33     7.220       7.9     16.23      2.23
	    126.860   88971.7   1993.48     7.221       7.9     16.28      2.23
	    126.880   88994.8   1993.63     7.223       7.8     16.33      2.23
