0	15.188	0	0	0	0	0
0.1	15.188	0	0	0	0	0
0.2	15.188	0	0	0	0	0
0.3	15.188	0	0	0	0	0
0.4	15.189	0	0	0	0	0
0.5	15.189	0.62	0	0	0	0
0.6	15.251	1.449	0	0	0	0
0.7	15.396	2.257	0	0	0	0
0.8	15.622	3.047	0	0	0	0
0.9	15.927	3.84	0	0	0	0
1	16.311	4.634	0	0	0	0
1.1	16.774	5.41	0	0	0	0
1.2	17.316	6.192	0	0	0	0
1.3	17.935	6.977	0	0	0	0
1.4	18.633	7.767	0	0	0	0
1.5	19.41	8.56	0	0	0	0
1.6	20.266	9.359	0	0	0	0
1.7	21.202	10.161	0	0	0	0
1.8	22.218	10.968	0	0	0	0
1.9	23.315	11.778	0	0	0	0
2	24.493	12.594	0	0	0	0
2.1	25.753	13.413	0	0	0	0
2.2	27.094	14.237	0	0	0	0
2.3	28.518	15.065	0	0	0	0
2.4	30.025	15.898	0	0	0	0
2.5	31.614	16.734	0	0	0	0
2.6	33.288	17.575	0	0	0	0
2.7	35.046	18.421	0	0	0	0
2.8	36.888	19.271	0	0	0	0
2.9	38.815	20.125	0	0	0	0
3	40.828	20.983	0	0	0	0
3.1	42.926	21.846	0	0	0	0
3.2	45.111	22.714	0	0	0	0
3.3	47.383	23.585	0	0	0	0
3.4	49.742	24.462	0	0	0	0
3.5	52.188	25.342	0	0	0	0
3.6	54.722	26.227	0	0	0	0
3.7	57.345	27.116	0	0	0	0
3.8	60.057	28.01	0	0	0	0
3.9	62.858	28.908	0	0	0	0
4	65.749	29.811	0	0	0	0
4.1	68.73	30.718	0	0	0	0
4.2	71.802	31.629	0	0	0	0
4.3	74.965	32.546	0	0	0	0
4.4	78.22	33.466	0	0	0	0
4.5	81.567	34.391	0	0	0	0
4.6	85.006	35.32	0	0	0	0
4.7	88.538	36.254	0	0	0	0
4.8	92.164	37.193	0	0	0	0
4.9	95.883	38.135	0	0	0	0
5	99.697	39.082	0	0	0	0
5.1	103.605	40.034	0	0	0	0
5.2	107.608	40.99	0	0	0	0
5.3	111.707	41.951	0	0	0	0
5.4	115.901	42.916	0	0	0	0
5.5	120.192	43.886	0	0	0	0
5.6	124.58	44.86	0	0	0	0
5.7	129.064	45.838	0	0	0	0
5.8	133.646	46.821	0	0	0	0
5.9	138.326	47.809	0	0	0	0
6	143.104	48.801	0	0	0	0
6.1	147.981	49.798	0	0	0	0
6.2	152.957	50.8	0	0	0	0
6.3	158.032	51.806	0	0	0	0
6.4	163.207	52.817	0	0	0	0
6.5	168.482	53.833	0	0	0	0
6.6	173.858	54.854	0	0	0	0
6.7	179.334	55.879	0	0	0	0
6.8	184.912	56.91	0	0	0	0
6.9	190.591	57.945	0	0	0	0
7	196.373	58.986	0	0	0	0
7.1	202.256	60.031	0	0	0	0
7.2	208.243	61.081	0	0	0	0
7.3	214.332	62.135	0	0	0	0
7.4	220.525	63.195	0	0	0	0
7.5	226.821	64.26	0	0	0	0
7.6	233.222	65.33	0	0	0	0
7.7	239.727	66.405	0	0	0	0
7.8	246.337	67.486	0	0	0	0
7.9	253.052	68.572	0	0	0	0
8	259.873	69.663	0	0	0	0
8.1	266.799	70.76	0	0	0	0
8.2	273.832	71.862	0	0	0	0
8.3	280.972	72.97	0	0	0	0
8.4	288.22	74.083	0	0	0	0
8.5	295.574	75.201	0	0	0	0
8.6	303.037	76.326	0	0	0	0
8.7	310.609	77.455	0	0	0	0
8.8	318.289	78.59	0	0	0	0
8.9	326.078	79.731	0	0	0	0
9	333.978	80.878	0	0	0	0
9.1	341.987	82.029	0	0	0	0
9.2	350.107	83.187	0	0	0	0
9.3	358.338	84.35	0	0	0	0
9.4	366.68	85.519	0	0	0	0
9.5	375.135	86.693	0	0	0	0
9.6	383.701	87.873	0	0	0	0
9.7	392.381	89.059	0	0	0	0
9.8	401.173	90.25	0	0	0	0
9.9	410.079	91.447	0	0	0	0
10	419.1	92.649	0	0	0	0
10.1	428.234	93.857	0	0	0	0
10.2	437.484	95.07	0	0	0	0
10.3	446.849	96.289	0	0	0	0
10.4	456.33	97.513	0	0	0	0
10.5	465.928	98.742	0	0	0	0
10.6	475.642	99.978	0	0	0	0
10.7	485.473	101.218	0	0	0	0
10.8	495.422	102.464	0	0	0	0
10.9	505.489	103.715	0	0	0	0
11	515.675	104.972	0	0	0	0
11.1	525.979	106.235	0	0	0	0
11.2	536.403	107.501	0	0	0	0
11.3	546.947	108.771	0	0	0	0
11.4	557.611	110.045	0	0	0	0
11.5	568.395	111.324	0	0	0	0
11.6	579.3	112.606	0	0	0	0
11.7	590.327	113.89	0	0	0	0
11.8	601.474	115.176	0	0	0	0
11.9	612.742	116.463	0	0	0	0
12	624.132	117.752	0	0	0	0
12.1	635.643	119.042	0	0	0	0
12.2	647.275	120.334	0	0	0	0
12.3	659.029	121.626	0	0	0	0
12.4	670.904	122.919	0	0	0	0
12.5	682.901	124.212	0	0	0	0
12.6	695.019	125.507	0	0	0	0
12.7	707.259	126.802	0	0	0	0
12.8	719.621	128.097	0	0	0	0
12.9	732.103	129.394	0	0	0	0
13	744.708	130.691	0	0	0	0
13.1	757.433	131.989	0	0	0	0
13.2	770.28	133.288	0	0	0	0
13.3	783.249	134.587	0	0	0	0
13.4	796.339	135.887	0	0	0	0
13.5	809.551	137.187	0	0	0	0
13.6	822.884	138.489	0	0	0	0
13.7	836.339	139.791	0	0	0	0
13.8	849.915	141.093	0	0	0	0
13.9	863.613	142.397	0	0	0	0
14	877.432	143.701	0	0	0	0
14.1	891.372	145.005	0	0	0	0
14.2	905.434	146.31	0	0	0	0
14.3	919.617	147.615	0	0	0	0
14.4	933.922	148.92	0	0	0	0
14.5	948.348	150.225	0	0	0	0
14.6	962.895	151.53	0	0	0	0
14.7	977.564	152.835	0	0	0	0
14.8	992.353	154.14	0	0	0	0
14.9	1007.263	155.445	0	0	0	0
15	1022.295	156.75	0	0	0	0
15.1	1037.447	158.056	0	0	0	0
15.2	1052.72	159.361	0	0	0	0
15.3	1068.113	160.666	0	0	0	0
15.4	1083.628	161.971	0	0	0	0
15.5	1099.262	163.276	0	0	0	0
15.6	1115.018	164.581	0	0	0	0
15.7	1130.893	165.886	0	0	0	0
15.8	1146.889	167.19	0	0	0	0
15.9	1163.006	168.495	0	0	0	0
16	1179.242	169.8	0	0	0	0
16.1	1195.599	171.105	0	0	0	0
16.2	1212.075	172.407	0	0	0	0
16.3	1228.672	173.707	0	0	0	0
16.4	1245.388	175.004	0	0	0	0
16.5	1262.223	176.3	0	0	0	0
16.6	1279.176	177.593	0	0	0	0
16.7	1296.249	178.883	0	0	0	0
16.8	1313.439	180.171	0	0	0	0
16.9	1330.748	181.457	0	0	0	0
17	1348.174	182.741	0	0	0	0
17.1	1365.717	184.022	0	0	0	0
17.2	1383.378	185.295	0	0	0	0
17.3	1401.154	186.561	0	0	0	0
17.4	1419.046	187.82	0	0	0	0
17.5	1437.053	189.07	0	0	0	0
17.6	1455.173	190.313	0	0	0	0
17.7	1473.406	191.549	0	0	0	0
17.8	1491.752	192.776	0	0	0	0
17.9	1510.208	193.996	0	0	0	0
18	1528.776	195.209	0	0	0	0
18.1	1547.452	196.414	0	0	0	0
18.2	1566.238	197.609	0	0	0	0
18.3	1585.131	198.793	0	0	0	0
18.4	1604.132	199.968	0	0	0	0
18.5	1623.237	201.132	0	0	0	0
18.6	1642.448	202.287	0	0	0	0
18.7	1661.762	203.431	0	0	0	0
18.8	1681.179	204.565	0	0	0	0
